"p","U:0","U:1","U:2","epsilon","k","nut","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-7.0856,0,0,0,8.2577,0.030921,0,1,0.015291,0,-0.010109,0
-7.0857,0,0,0,8.289,0.030999,0,1,0.015342,0,-0.010058,0
-7.0859,0,0,0,8.3203,0.031078,0,1,0.015392,0,-0.010008,0
-7.086,0,0,0,8.3516,0.031156,0,1,0.015443,0,-0.0099568,0
-7.0862,0,0,0,8.3829,0.031234,0,1,0.015494,0,-0.009906,0
-7.0863,0,0,0,8.4143,0.031313,0,1,0.015545,0,-0.0098552,0
-7.0865,0,0,0,8.4456,0.031391,0,1,0.015596,0,-0.0098044,0
-7.0866,0,0,0,8.4769,0.031469,0,1,0.015646,0,-0.0097536,0
-7.0868,0,0,0,8.5082,0.031547,0,1,0.015697,0,-0.0097028,0
-7.087,0,0,0,8.5395,0.031626,0,1,0.015748,0,-0.009652,0
-7.0871,0,0,0,8.5708,0.031704,0,1,0.015799,0,-0.0096012,0
-7.0873,0,0,0,8.6022,0.031782,0,1,0.01585,0,-0.0095504,0
-7.0875,0,0,0,8.6314,0.031854,0,1,0.0159,0,-0.0094996,0
-7.0877,0,0,0,8.6597,0.031923,0,1,0.015951,0,-0.0094488,0
-7.0879,0,0,0,8.6879,0.031992,0,1,0.016002,0,-0.009398,0
-7.0881,0,0,0,8.7162,0.032061,0,1,0.016053,0,-0.0093472,0
-7.0884,0,0,0,8.7444,0.03213,0,1,0.016104,0,-0.0092964,0
-7.0886,0,0,0,8.7727,0.032198,0,1,0.016154,0,-0.0092456,0
-7.0888,0,0,0,8.8009,0.032267,0,1,0.016205,0,-0.0091948,0
-7.089,0,0,0,8.8291,0.032336,0,1,0.016256,0,-0.009144,0
-7.0892,0,0,0,8.8574,0.032405,0,1,0.016307,0,-0.0090932,0
-7.0895,0,0,0,8.8856,0.032474,0,1,0.016358,0,-0.0090424,0
-7.0897,0,0,0,8.9139,0.032543,0,1,0.016408,0,-0.0089916,0
-7.0899,0,0,0,8.9421,0.032611,0,1,0.016459,0,-0.0089408,0
-7.0901,0,0,0,8.9704,0.03268,0,1,0.01651,0,-0.00889,0
-7.0904,0,0,0,8.9986,0.032749,0,1,0.016561,0,-0.0088392,0
-7.0906,0,0,0,9.0268,0.032818,0,1,0.016612,0,-0.0087884,0
-7.0908,0,0,0,9.0551,0.032887,0,1,0.016662,0,-0.0087376,0
-7.091,0,0,0,9.0833,0.032955,0,1,0.016713,0,-0.0086868,0
-7.0912,0,0,0,9.1116,0.033024,0,1,0.016764,0,-0.008636,0
-7.0915,0,0,0,9.1398,0.033093,0,1,0.016815,0,-0.0085852,0
-7.0917,0,0,0,9.1681,0.033162,0,1,0.016866,0,-0.0085344,0
-7.0919,0,0,0,9.1963,0.033231,0,1,0.016916,0,-0.0084836,0
-7.0921,0,0,0,9.2245,0.033299,0,1,0.016967,0,-0.0084328,0
-7.0924,0,0,0,9.2522,0.033366,0,1,0.017018,0,-0.008382,0
-7.0927,0,0,0,9.2787,0.033429,0,1,0.017069,0,-0.0083312,0
-7.0929,0,0,0,9.3053,0.033493,0,1,0.01712,0,-0.0082804,0
-7.0932,0,0,0,9.3318,0.033556,0,1,0.01717,0,-0.0082296,0
-7.0935,0,0,0,9.3583,0.033619,0,1,0.017221,0,-0.0081788,0
-7.0938,0,0,0,9.3849,0.033682,0,1,0.017272,0,-0.008128,0
-7.0941,0,0,0,9.4114,0.033745,0,1,0.017323,0,-0.0080772,0
-7.0944,0,0,0,9.4379,0.033809,0,1,0.017374,0,-0.0080264,0
-7.0947,0,0,0,9.4645,0.033872,0,1,0.017424,0,-0.0079756,0
-7.0949,0,0,0,9.491,0.033935,0,1,0.017475,0,-0.0079248,0
-7.0952,0,0,0,9.5176,0.033998,0,1,0.017526,0,-0.007874,0
-7.0955,0,0,0,9.5441,0.034061,0,1,0.017577,0,-0.0078232,0
-7.0958,0,0,0,9.5706,0.034125,0,1,0.017628,0,-0.0077724,0
-7.0961,0,0,0,9.5972,0.034188,0,1,0.017678,0,-0.0077216,0
-7.0964,0,0,0,9.6237,0.034251,0,1,0.017729,0,-0.0076708,0
-7.0967,0,0,0,9.6503,0.034314,0,1,0.01778,0,-0.00762,0
-7.0969,0,0,0,9.6768,0.034377,0,1,0.017831,0,-0.0075692,0
-7.0972,0,0,0,9.7033,0.034441,0,1,0.017882,0,-0.0075184,0
-7.0975,0,0,0,9.7299,0.034504,0,1,0.017932,0,-0.0074676,0
-7.0978,0,0,0,9.7564,0.034567,0,1,0.017983,0,-0.0074168,0
-7.0981,0,0,0,9.7829,0.03463,0,1,0.018034,0,-0.007366,0
-7.0984,0,0,0,9.8095,0.034693,0,1,0.018085,0,-0.0073152,0
-7.0987,0,0,0,9.836,0.034757,0,1,0.018136,0,-0.0072644,0
-7.099,0,0,0,9.8631,0.03482,0,1,0.018186,0,-0.0072136,0
-7.0994,0,0,0,9.8901,0.034883,0,1,0.018237,0,-0.0071628,0
-7.0997,0,0,0,9.9172,0.034946,0,1,0.018288,0,-0.007112,0
-7.1001,0,0,0,9.9442,0.035009,0,1,0.018339,0,-0.0070612,0
-7.1004,0,0,0,9.9712,0.035072,0,1,0.01839,0,-0.0070104,0
-7.1008,0,0,0,9.9983,0.035135,0,1,0.01844,0,-0.0069596,0
-7.1011,0,0,0,10.025,0.035198,0,1,0.018491,0,-0.0069088,0
-7.1015,0,0,0,10.052,0.035261,0,1,0.018542,0,-0.006858,0
-7.1019,0,0,0,10.079,0.035324,0,1,0.018593,0,-0.0068072,0
-7.1022,0,0,0,10.106,0.035387,0,1,0.018644,0,-0.0067564,0
-7.1026,0,0,0,10.133,0.03545,0,1,0.018694,0,-0.0067056,0
-7.1029,0,0,0,10.161,0.035513,0,1,0.018745,0,-0.0066548,0
-7.1033,0,0,0,10.188,0.035576,0,1,0.018796,0,-0.006604,0
-7.1036,0,0,0,10.215,0.035639,0,1,0.018847,0,-0.0065532,0
-7.104,0,0,0,10.242,0.035702,0,1,0.018898,0,-0.0065024,0
-7.1044,0,0,0,10.269,0.035765,0,1,0.018948,0,-0.0064516,0
-7.1047,0,0,0,10.296,0.035828,0,1,0.018999,0,-0.0064008,0
-7.1051,0,0,0,10.323,0.035891,0,1,0.01905,0,-0.00635,0
-7.1054,0,0,0,10.35,0.035954,0,1,0.019101,0,-0.0062992,0
-7.1058,0,0,0,10.377,0.036018,0,1,0.019152,0,-0.0062484,0
-7.1061,0,0,0,10.404,0.036081,0,1,0.019202,0,-0.0061976,0
-7.1065,0,0,0,10.431,0.036144,0,1,0.019253,0,-0.0061468,0
-7.1069,0,0,0,10.458,0.036206,0,1,0.019304,0,-0.006096,0
-7.1073,0,0,0,10.485,0.036269,0,1,0.019355,0,-0.0060452,0
-7.1077,0,0,0,10.512,0.036331,0,1,0.019406,0,-0.0059944,0
-7.1081,0,0,0,10.54,0.036393,0,1,0.019456,0,-0.0059436,0
-7.1085,0,0,0,10.567,0.036456,0,1,0.019507,0,-0.0058928,0
-7.1089,0,0,0,10.594,0.036518,0,1,0.019558,0,-0.005842,0
-7.1094,0,0,0,10.621,0.03658,0,1,0.019609,0,-0.0057912,0
-7.1098,0,0,0,10.648,0.036643,0,1,0.01966,0,-0.0057404,0
-7.1102,0,0,0,10.676,0.036705,0,1,0.01971,0,-0.0056896,0
-7.1106,0,0,0,10.703,0.036767,0,1,0.019761,0,-0.0056388,0
-7.111,0,0,0,10.73,0.03683,0,1,0.019812,0,-0.005588,0
-7.1114,0,0,0,10.757,0.036892,0,1,0.019863,0,-0.0055372,0
-7.1118,0,0,0,10.784,0.036954,0,1,0.019914,0,-0.0054864,0
-7.1122,0,0,0,10.812,0.037017,0,1,0.019964,0,-0.0054356,0
-7.1127,0,0,0,10.839,0.037079,0,1,0.020015,0,-0.0053848,0
-7.1131,0,0,0,10.866,0.037141,0,1,0.020066,0,-0.005334,0
-7.1135,0,0,0,10.893,0.037204,0,1,0.020117,0,-0.0052832,0
-7.1139,0,0,0,10.92,0.037266,0,1,0.020168,0,-0.0052324,0
-7.1143,0,0,0,10.947,0.037328,0,1,0.020218,0,-0.0051816,0
-7.1147,0,0,0,10.975,0.037391,0,1,0.020269,0,-0.0051308,0
-7.1151,0,0,0,11.002,0.037453,0,1,0.02032,0,-0.00508,0
-7.1155,0,0,0,11.029,0.037515,0,1,0.020371,0,-0.0050292,0
-7.116,0,0,0,11.061,0.037588,0,1,0.020422,0,-0.0049784,0
-7.1167,0,0,0,11.1,0.037675,0,1,0.020472,0,-0.0049276,0
-7.1173,0,0,0,11.138,0.037762,0,1,0.020523,0,-0.0048768,0
-7.1179,0,0,0,11.177,0.037849,0,1,0.020574,0,-0.004826,0
-7.1186,0,0,0,11.216,0.037937,0,1,0.020625,0,-0.0047752,0
-7.1192,0,0,0,11.254,0.038024,0,1,0.020676,0,-0.0047244,0
-7.1198,0,0,0,11.293,0.038111,0,1,0.020726,0,-0.0046736,0
-7.1205,0,0,0,11.332,0.038198,0,1,0.020777,0,-0.0046228,0
-7.1211,0,0,0,11.37,0.038285,0,1,0.020828,0,-0.004572,0
-7.1218,0,0,0,11.409,0.038372,0,1,0.020879,0,-0.0045212,0
-7.1224,0,0,0,11.448,0.038459,0,1,0.02093,0,-0.0044704,0
-7.123,0,0,0,11.486,0.038546,0,1,0.02098,0,-0.0044196,0
-7.1237,0,0,0,11.525,0.038633,0,1,0.021031,0,-0.0043688,0
-7.1243,0,0,0,11.564,0.03872,0,1,0.021082,0,-0.004318,0
-7.1249,0,0,0,11.602,0.038807,0,1,0.021133,0,-0.0042672,0
-7.1256,0,0,0,11.643,0.038899,0,1,0.021184,0,-0.0042164,0
-7.1264,0,0,0,11.688,0.038998,0,1,0.021234,0,-0.0041656,0
-7.1271,0,0,0,11.732,0.039097,0,1,0.021285,0,-0.0041148,0
-7.1279,0,0,0,11.777,0.039196,0,1,0.021336,0,-0.004064,0
-7.1286,0,0,0,11.822,0.039295,0,1,0.021387,0,-0.0040132,0
-7.1294,0,0,0,11.866,0.039394,0,1,0.021438,0,-0.0039624,0
-7.1302,0,0,0,11.911,0.039493,0,1,0.021488,0,-0.0039116,0
-7.1309,0,0,0,11.956,0.039592,0,1,0.021539,0,-0.0038608,0
-7.1317,0,0,0,12,0.039691,0,1,0.02159,0,-0.00381,0
-7.1325,0,0,0,12.045,0.03979,0,1,0.021641,0,-0.0037592,0
-7.1332,0,0,0,12.09,0.039889,0,1,0.021692,0,-0.0037084,0
-7.134,0,0,0,12.134,0.039988,0,1,0.021742,0,-0.0036576,0
-7.1348,0,0,0,12.179,0.040087,0,1,0.021793,0,-0.0036068,0
-7.1355,0,0,0,12.224,0.040186,0,1,0.021844,0,-0.003556,0
-7.1364,0,0,0,12.276,0.0403,0,1,0.021895,0,-0.0035052,0
-7.1374,0,0,0,12.335,0.04043,0,1,0.021946,0,-0.0034544,0
-7.1385,0,0,0,12.395,0.040559,0,1,0.021996,0,-0.0034036,0
-7.1395,0,0,0,12.455,0.040689,0,1,0.022047,0,-0.0033528,0
-7.1405,0,0,0,12.514,0.040818,0,1,0.022098,0,-0.003302,0
-7.1415,0,0,0,12.574,0.040948,0,1,0.022149,0,-0.0032512,0
-7.1425,0,0,0,12.633,0.041077,0,1,0.0222,0,-0.0032004,0
-7.1436,0,0,0,12.693,0.041207,0,1,0.02225,0,-0.0031496,0
-7.1446,0,0,0,12.752,0.041336,0,1,0.022301,0,-0.0030988,0
-7.1456,0,0,0,12.812,0.041466,0,1,0.022352,0,-0.003048,0
-7.1466,0,0,0,12.872,0.041595,0,1,0.022403,0,-0.0029972,0
-7.1476,0,0,0,12.931,0.041725,0,1,0.022454,0,-0.0029464,0
-7.1487,0,0,0,12.991,0.041854,0,1,0.022504,0,-0.0028956,0
-7.15,0,0,0,13.059,0.042004,0,1,0.022555,0,-0.0028448,0
-7.1515,0,0,0,13.13,0.042158,0,1,0.022606,0,-0.002794,0
-7.1529,0,0,0,13.2,0.042312,0,1,0.022657,0,-0.0027432,0
-7.1543,0,0,0,13.27,0.042467,0,1,0.022708,0,-0.0026924,0
-7.1558,0,0,0,13.341,0.042621,0,1,0.022758,0,-0.0026416,0
-7.1572,0,0,0,13.411,0.042775,0,1,0.022809,0,-0.0025908,0
-7.1586,0,0,0,13.481,0.042929,0,1,0.02286,0,-0.00254,0
-7.1601,0,0,0,13.552,0.043083,0,1,0.022911,0,-0.0024892,0
-7.1615,0,0,0,13.622,0.043238,0,1,0.022962,0,-0.0024384,0
-7.1629,0,0,0,13.693,0.043392,0,1,0.023012,0,-0.0023876,0
-7.1644,0,0,0,13.763,0.043546,0,1,0.023063,0,-0.0023368,0
-7.1659,0,0,0,13.842,0.04372,0,1,0.023114,0,-0.002286,0
-7.168,0,0,0,13.961,0.04398,0,1,0.023165,0,-0.0022352,0
-7.1702,0,0,0,14.079,0.04424,0,1,0.023216,0,-0.0021844,0
-7.1723,0,0,0,14.197,0.0445,0,1,0.023266,0,-0.0021336,0
-7.1744,0,0,0,14.316,0.04476,0,1,0.023317,0,-0.0020828,0
-7.1765,0,0,0,14.434,0.04502,0,1,0.023368,0,-0.002032,0
-7.1786,0,0,0,14.553,0.04528,0,1,0.023419,0,-0.0019812,0
-7.1808,0,0,0,14.671,0.045539,0,1,0.02347,0,-0.0019304,0
-7.1829,0,0,0,14.789,0.045799,0,1,0.02352,0,-0.0018796,0
-7.185,0,0,0,14.908,0.046059,0,1,0.023571,0,-0.0018288,0
-7.1871,0,0,0,15.026,0.046319,0,1,0.023622,0,-0.001778,0
-7.1899,0,0,0,15.125,0.046649,0,1,0.023673,0,-0.0017272,0
-7.1934,0,0,0,15.205,0.047045,0,1,0.023724,0,-0.0016764,0
-7.1968,0,0,0,15.286,0.04744,0,1,0.023774,0,-0.0016256,0
-7.2002,0,0,0,15.366,0.047835,0,1,0.023825,0,-0.0015748,0
-7.2037,0,0,0,15.447,0.04823,0,1,0.023876,0,-0.001524,0
-7.2071,0,0,0,15.527,0.048625,0,1,0.023927,0,-0.0014732,0
-7.2105,0,0,0,15.608,0.04902,0,1,0.023978,0,-0.0014224,0
-7.214,0,0,0,15.688,0.049416,0,1,0.024028,0,-0.0013716,0
-7.2174,0,0,0,15.769,0.049811,0,1,0.024079,0,-0.0013208,0
-7.2209,0,0,0,15.849,0.050206,0,1,0.02413,0,-0.00127,0
-7.2259,0,0,0,16.629,0.051278,0,1,0.024181,0,-0.0012192,0
-7.2316,0,0,0,17.657,0.052591,0,1,0.024232,0,-0.0011684,0
-7.2372,0,0,0,18.684,0.053903,0,1,0.024282,0,-0.0011176,0
-7.2428,0,0,0,19.712,0.055215,0,1,0.024333,0,-0.0010668,0
-7.2485,0,0,0,20.74,0.056528,0,1,0.024384,0,-0.001016,0
-7.2541,0,0,0,21.767,0.05784,0,1,0.024435,0,-0.0009652,0
-7.2598,0,0,0,22.795,0.059152,0,1,0.024486,0,-0.0009144,0
-7.2654,0,0,0,23.822,0.060465,0,1,0.024536,0,-0.0008636,0
-7.271,0,0,0,24.85,0.061777,0,1,0.024587,0,-0.0008128,0
-7.2841,0,0,0,39.176,0.076105,0,1,0.024638,0,-0.000762,0
-7.2994,0,0,0,57.509,0.094357,0,1,0.024689,0,-0.0007112,0
-7.3147,0,0,0,75.843,0.11261,0,1,0.02474,0,-0.0006604,0
-7.3299,0,0,0,94.176,0.13086,0,1,0.02479,0,-0.0006096,0
-7.3452,0,0,0,112.51,0.14911,0,1,0.024841,0,-0.0005588,0
-7.3605,0,0,0,130.84,0.16736,0,1,0.024892,0,-0.000508,0
-7.3758,0,0,0,149.18,0.18561,0,1,0.024943,0,-0.0004572,0
-7.3911,0,0,0,167.51,0.20386,0,1,0.024994,0,-0.0004064,0
-7.3776,0,0,0,325.8,0.25971,0,1,0.025044,0,-0.0003556,0
-7.34,0,0,0,601.95,0.34721,0,1,0.025095,0,-0.0003048,0
-7.3023,0,0,0,878.09,0.43471,0,1,0.025146,0,-0.000254,0
-7.2647,0,0,0,1154.2,0.52221,0,1,0.025197,0,-0.0002032,0
-7.227,0,0,0,1430.4,0.60972,0,1,0.025248,0,-0.0001524,0
-7.1894,0,0,0,1706.5,0.69722,0,1,0.025298,0,-0.0001016,0
-7.1517,0,0,0,1982.7,0.78472,0,1,0.025349,0,-5.08e-005,0
-7.1141,0,0,0,2258.8,0.87222,0,1,0.0254,0,0,0
-7.0663,1.3235,-0.0022978,0,2312.7,0.89752,6.5746e-006,1,0.025451,0,5.08e-005,0
-7.0185,2.647,-0.0045956,0,2366.5,0.92281,1.3149e-005,1,0.025502,0,0.0001016,0
-6.9707,3.9705,-0.0068934,0,2420.4,0.94811,1.9724e-005,1,0.025552,0,0.0001524,0
-6.923,5.294,-0.0091912,0,2474.2,0.9734,2.6298e-005,1,0.025603,0,0.0002032,0
-6.8752,6.6175,-0.011489,0,2528.1,0.9987,3.2873e-005,1,0.025654,0,0.000254,0
-6.8274,7.941,-0.013787,0,2581.9,1.024,3.9448e-005,1,0.025705,0,0.0003048,0
-6.8155,8.3565,-0.0083214,0,2344.9,0.96091,4.0708e-005,1,0.025756,0,0.0003556,0
-6.8108,8.5874,-0.0012763,0,2048.8,0.87985,4.0886e-005,1,0.025806,0,0.0004064,0
-6.8061,8.8182,0.0057689,0,1752.7,0.7988,4.1065e-005,1,0.025857,0,0.0004572,0
-6.8015,9.0491,0.012814,0,1456.5,0.71774,4.1243e-005,1,0.025908,0,0.000508,0
-6.7968,9.2799,0.019859,0,1160.4,0.63668,4.1422e-005,1,0.025959,0,0.0005588,0
-6.7921,9.5107,0.026904,0,864.22,0.55562,4.16e-005,1,0.02601,0,0.0006096,0
-6.7874,9.7368,0.033771,0,574.47,0.47616,4.1918e-005,1,0.02606,0,0.0006604,0
-6.7802,9.7909,0.03419,0,516.12,0.45472,4.7261e-005,1,0.026111,0,0.0007112,0
-6.7729,9.8449,0.034609,0,457.77,0.43328,5.2604e-005,1,0.026162,0,0.000762,0
-6.7657,9.8989,0.035027,0,399.42,0.41185,5.7947e-005,1,0.026213,0,0.0008128,0
-6.7585,9.9529,0.035446,0,341.06,0.39041,6.329e-005,1,0.026264,0,0.0008636,0
-6.7512,10.007,0.035865,0,282.71,0.36897,6.8633e-005,1,0.026314,0,0.0009144,0
-6.744,10.061,0.036284,0,224.36,0.34753,7.3976e-005,1,0.026365,0,0.0009652,0
-6.7368,10.115,0.036702,0,166,0.32609,7.9319e-005,1,0.026416,0,0.001016,0
-6.7309,10.143,0.036953,0,132.99,0.31614,8.8313e-005,1,0.026467,0,0.0010668,0
-6.7263,10.146,0.037051,0,123.13,0.31668,0.00010064,1,0.026518,0,0.0011176,0
-6.7217,10.15,0.037149,0,113.27,0.31722,0.00011297,1,0.026568,0,0.0011684,0
-6.7171,10.153,0.037247,0,103.41,0.31776,0.0001253,1,0.026619,0,0.0012192,0
-6.7126,10.156,0.037345,0,93.547,0.3183,0.00013763,1,0.02667,0,0.00127,0
-6.708,10.16,0.037443,0,83.686,0.31884,0.00014996,1,0.026721,0,0.0013208,0
-6.7034,10.163,0.037541,0,73.825,0.31938,0.00016229,1,0.026772,0,0.0013716,0
-6.6988,10.167,0.037639,0,63.964,0.31992,0.00017462,1,0.026822,0,0.0014224,0
-6.6945,10.169,0.037647,0,55.866,0.32068,0.00018787,1,0.026873,0,0.0014732,0
-6.691,10.167,0.037382,0,53.177,0.32213,0.00020397,1,0.026924,0,0.001524,0
-6.6875,10.166,0.037116,0,50.487,0.32358,0.00022008,1,0.026975,0,0.0015748,0
-6.684,10.164,0.036851,0,47.797,0.32503,0.00023618,1,0.027026,0,0.0016256,0
-6.6805,10.162,0.036585,0,45.108,0.32647,0.00025228,1,0.027076,0,0.0016764,0
-6.677,10.161,0.03632,0,42.418,0.32792,0.00026838,1,0.027127,0,0.0017272,0
-6.6735,10.159,0.036054,0,39.729,0.32937,0.00028448,1,0.027178,0,0.001778,0
-6.67,10.157,0.035789,0,37.039,0.33082,0.00030058,1,0.027229,0,0.0018288,0
-6.6665,10.156,0.035524,0,34.349,0.33226,0.00031669,1,0.02728,0,0.0018796,0
-6.6631,10.154,0.035265,0,31.857,0.33363,0.00033279,1,0.02733,0,0.0019304,0
-6.6603,10.153,0.035059,0,30.843,0.33437,0.00034887,1,0.027381,0,0.0019812,0
-6.6576,10.151,0.034852,0,29.829,0.33512,0.00036495,1,0.027432,0,0.002032,0
-6.6548,10.15,0.034646,0,28.816,0.33586,0.00038104,1,0.027483,0,0.0020828,0
-6.652,10.149,0.03444,0,27.802,0.3366,0.00039712,1,0.027534,0,0.0021336,0
-6.6492,10.147,0.034233,0,26.789,0.33735,0.00041321,1,0.027584,0,0.0021844,0
-6.6464,10.146,0.034027,0,25.775,0.33809,0.00042929,1,0.027635,0,0.0022352,0
-6.6436,10.145,0.03382,0,24.762,0.33883,0.00044537,1,0.027686,0,0.002286,0
-6.6409,10.143,0.033614,0,23.748,0.33958,0.00046146,1,0.027737,0,0.0023368,0
-6.6381,10.142,0.033408,0,22.735,0.34032,0.00047754,1,0.027788,0,0.0023876,0
-6.6353,10.141,0.0332,0,21.751,0.34104,0.00049343,1,0.027838,0,0.0024384,0
-6.633,10.14,0.032973,0,21.335,0.34136,0.00050553,1,0.027889,0,0.0024892,0
-6.6307,10.139,0.032747,0,20.919,0.34168,0.00051764,1,0.02794,0,0.00254,0
-6.6283,10.138,0.03252,0,20.503,0.342,0.00052974,1,0.027991,0,0.0025908,0
-6.626,10.137,0.032293,0,20.087,0.34231,0.00054184,1,0.028042,0,0.0026416,0
-6.6237,10.136,0.032066,0,19.671,0.34263,0.00055395,1,0.028092,0,0.0026924,0
-6.6214,10.135,0.031839,0,19.255,0.34295,0.00056605,1,0.028143,0,0.0027432,0
-6.619,10.135,0.031612,0,18.839,0.34327,0.00057815,1,0.028194,0,0.002794,0
-6.6167,10.134,0.031385,0,18.423,0.34359,0.00059026,1,0.028245,0,0.0028448,0
-6.6144,10.133,0.031158,0,18.007,0.3439,0.00060236,1,0.028296,0,0.0028956,0
-6.6121,10.132,0.030931,0,17.591,0.34422,0.00061446,1,0.028346,0,0.0029464,0
-6.6097,10.131,0.030704,0,17.175,0.34454,0.00062657,1,0.028397,0,0.0029972,0
-6.6073,10.13,0.030454,0,16.924,0.34472,0.00063708,1,0.028448,0,0.003048,0
-6.6048,10.129,0.030204,0,16.683,0.34489,0.0006475,1,0.028499,0,0.0030988,0
-6.6024,10.128,0.029953,0,16.441,0.34507,0.00065792,1,0.02855,0,0.0031496,0
-6.6,10.128,0.029702,0,16.199,0.34524,0.00066835,1,0.0286,0,0.0032004,0
-6.5975,10.127,0.029451,0,15.958,0.34542,0.00067877,1,0.028651,0,0.0032512,0
-6.5951,10.126,0.029201,0,15.716,0.34559,0.00068919,1,0.028702,0,0.003302,0
-6.5926,10.125,0.02895,0,15.475,0.34577,0.00069961,1,0.028753,0,0.0033528,0
-6.5902,10.124,0.028699,0,15.233,0.34594,0.00071003,1,0.028804,0,0.0034036,0
-6.5878,10.123,0.028455,0,15.026,0.34609,0.00071927,1,0.028854,0,0.0034544,0
-6.5858,10.123,0.028229,0,14.912,0.34616,0.00072536,1,0.028905,0,0.0035052,0
-6.5838,10.122,0.028004,0,14.799,0.34623,0.00073144,1,0.028956,0,0.003556,0
-6.5818,10.121,0.027778,0,14.685,0.3463,0.00073752,1,0.029007,0,0.0036068,0
-6.5798,10.121,0.027553,0,14.571,0.34638,0.0007436,1,0.029058,0,0.0036576,0
-6.5778,10.12,0.027327,0,14.457,0.34645,0.00074969,1,0.029108,0,0.0037084,0
-6.5758,10.12,0.027102,0,14.343,0.34652,0.00075577,1,0.029159,0,0.0037592,0
-6.5738,10.119,0.026876,0,14.23,0.34659,0.00076185,1,0.02921,0,0.00381,0
-6.5718,10.118,0.02665,0,14.116,0.34667,0.00076793,1,0.029261,0,0.0038608,0
-6.5698,10.118,0.026425,0,14.002,0.34674,0.00077402,1,0.029312,0,0.0039116,0
-6.5678,10.117,0.0262,0,13.898,0.3468,0.00077967,1,0.029362,0,0.0039624,0
